linea,fecha,año,mes,semana,min,oee
L1,04-12-2024,2024,dic,49,450,0.44
L1,06-12-2024,2024,dic,49,480,0.76
L1,07-12-2024,2024,dic,49,390,0.61
L1,07-12-2024,2024,dic,49,450,0.66
L1,09-12-2024,2024,dic,50,540,0.69
L1,09-12-2024,2024,dic,50,450,0.67
L1,09-12-2024,2024,dic,50,390,0.60
L1,10-12-2024,2024,dic,50,540,0.45
L1,10-12-2024,2024,dic,50,450,0.36
L1,10-12-2024,2024,dic,50,450,0.71
L1,11-12-2024,2024,dic,50,540,0.77
L1,11-12-2024,2024,dic,50,450,0.68
L1,11-12-2024,2024,dic,50,450,0.80
L1,12-12-2024,2024,dic,50,540,0.84
L1,12-12-2024,2024,dic,50,450,0.77
L1,12-12-2024,2024,dic,50,450,0.68
L1,13-12-2024,2024,dic,50,480,0.64
L1,13-12-2024,2024,dic,50,450,0.74
L1,13-12-2024,2024,dic,50,450,0.76
L1,14-12-2024,2024,dic,50,330,0.59
L1,14-12-2024,2024,dic,50,450,0.57
L1,16-12-2024,2024,dic,51,540,0.59
L1,16-12-2024,2024,dic,51,450,0.60
L1,16-12-2024,2024,dic,51,390,0.46
L1,17-12-2024,2024,dic,51,540,0.64
L1,17-12-2024,2024,dic,51,450,0.65
L1,17-12-2024,2024,dic,51,450,0.54
L1,18-12-2024,2024,dic,51,540,0.58
L1,18-12-2024,2024,dic,51,450,0.54
L1,18-12-2024,2024,dic,51,450,0.67
L1,19-12-2024,2024,dic,51,540,0.62
L1,19-12-2024,2024,dic,51,450,0.81
L1,19-12-2024,2024,dic,51,450,0.75
L1,20-12-2024,2024,dic,51,480,0.57
L1,20-12-2024,2024,dic,51,450,0.85
L1,20-12-2024,2024,dic,51,450,0.88
L1,21-12-2024,2024,dic,51,330,0.69
L1,21-12-2024,2024,dic,51,450,0.75
L1,22-12-2024,2024,dic,51,540,0.69
L1,22-12-2024,2024,dic,51,450,0.85
L1,22-12-2024,2024,dic,51,450,0.78
L1,23-12-2024,2024,dic,52,540,0.54
L1,23-12-2024,2024,dic,52,450,0.30
L1,23-12-2024,2024,dic,52,390,0.57
L1,24-12-2024,2024,dic,52,180,0.32
L1,24-12-2024,2024,dic,52,450,0.62
L1,24-12-2024,2024,dic,52,450,0.58
L1,26-12-2024,2024,dic,52,540,0.46
L1,26-12-2024,2024,dic,52,450,0.62
L1,26-12-2024,2024,dic,52,450,0.49
L1,27-12-2024,2024,dic,52,480,0.68
L1,27-12-2024,2024,dic,52,450,0.63
L1,27-12-2024,2024,dic,52,450,0.68
L1,28-12-2024,2024,dic,52,300,0.81
L1,28-12-2024,2024,dic,52,450,0.64
L1,29-12-2024,2024,dic,52,540,0.87
L1,29-12-2024,2024,dic,52,450,0.82
L1,29-12-2024,2024,dic,52,450,0.82
L1,30-12-2024,2024,dic,53,540,0.54
L1,30-12-2024,2024,dic,53,450,0.64
L1,30-12-2024,2024,dic,53,390,0.79
L1,31-12-2024,2024,dic,53,450,0.66
L1,31-12-2024,2024,dic,53,450,0.56
L1,02-01-2025,2025,ene,1,540,0.49
L1,02-01-2025,2025,ene,1,450,0.83
L1,02-01-2025,2025,ene,1,450,0.69
L1,03-01-2025,2025,ene,1,480,0.58
L1,03-01-2025,2025,ene,1,450,0.49
L1,03-01-2025,2025,ene,1,450,0.58
L1,04-01-2025,2025,ene,1,300,0.68
L1,04-01-2025,2025,ene,1,450,0.59
L1,05-01-2025,2025,ene,1,540,0.76
L1,05-01-2025,2025,ene,1,450,0.68
L1,05-01-2025,2025,ene,1,450,0.52
L1,06-01-2025,2025,ene,2,540,0.64
L1,06-01-2025,2025,ene,2,450,0.88
L1,06-01-2025,2025,ene,2,390,0.77
L1,07-01-2025,2025,ene,2,540,0.70
L1,07-01-2025,2025,ene,2,450,0.77
L1,07-01-2025,2025,ene,2,450,0.85
L1,08-01-2025,2025,ene,2,540,0.74
L1,08-01-2025,2025,ene,2,450,0.68
L1,08-01-2025,2025,ene,2,450,0.70
L1,09-01-2025,2025,ene,2,540,0.74
L1,09-01-2025,2025,ene,2,450,0.77
L1,09-01-2025,2025,ene,2,450,0.54
L1,10-01-2025,2025,ene,2,480,0.59
L1,10-01-2025,2025,ene,2,450,0.72
L1,10-01-2025,2025,ene,2,450,0.62
L1,11-01-2025,2025,ene,2,390,0.50
L1,11-01-2025,2025,ene,2,450,0.64
L1,12-01-2025,2025,ene,2,540,0.72
L1,12-01-2025,2025,ene,2,450,0.85
L1,12-01-2025,2025,ene,2,450,0.77
L1,13-01-2025,2025,ene,3,540,0.72
L1,13-01-2025,2025,ene,3,450,0.64
L1,14-01-2025,2025,ene,3,540,0.77
L1,14-01-2025,2025,ene,3,450,0.66
L1,14-01-2025,2025,ene,3,450,0.78
L1,15-01-2025,2025,ene,3,540,0.72
L1,15-01-2025,2025,ene,3,450,0.67
L1,15-01-2025,2025,ene,3,450,0.64
L1,16-01-2025,2025,ene,3,540,0.62
L1,16-01-2025,2025,ene,3,450,0.65
L1,16-01-2025,2025,ene,3,450,0.78
L1,17-01-2025,2025,ene,3,480,0.72
L1,17-01-2025,2025,ene,3,450,0.73
L1,17-01-2025,2025,ene,3,450,0.69
L1,18-01-2025,2025,ene,3,390,0.53
L1,18-01-2025,2025,ene,3,450,0.82
L1,19-01-2025,2025,ene,3,540,0.51
L1,19-01-2025,2025,ene,3,450,0.75
L1,19-01-2025,2025,ene,3,450,0.70
L1,20-01-2025,2025,ene,4,540,0.56
L1,20-01-2025,2025,ene,4,450,0.81
L1,20-01-2025,2025,ene,4,390,0.73
L1,21-01-2025,2025,ene,4,540,0.76
L1,21-01-2025,2025,ene,4,450,0.65
L1,21-01-2025,2025,ene,4,450,0.77
L1,22-01-2025,2025,ene,4,540,0.82
L1,22-01-2025,2025,ene,4,450,0.43
L1,22-01-2025,2025,ene,4,450,0.77
L1,23-01-2025,2025,ene,4,540,0.65
L1,23-01-2025,2025,ene,4,450,0.67
L1,23-01-2025,2025,ene,4,450,0.91
L1,24-01-2025,2025,ene,4,480,0.69
L1,24-01-2025,2025,ene,4,450,0.58
L1,24-01-2025,2025,ene,4,450,0.75
L1,25-01-2025,2025,ene,4,330,0.83
L1,25-01-2025,2025,ene,4,450,0.62
L1,27-01-2025,2025,ene,5,540,0.81
L1,27-01-2025,2025,ene,5,450,0.69
L1,27-01-2025,2025,ene,5,390,0.48
L1,28-01-2025,2025,ene,5,540,0.70
L1,28-01-2025,2025,ene,5,450,0.63
L1,28-01-2025,2025,ene,5,450,0.81
L1,29-01-2025,2025,ene,5,540,0.80
L1,29-01-2025,2025,ene,5,450,0.69
L1,29-01-2025,2025,ene,5,450,0.65
L1,30-01-2025,2025,ene,5,540,0.67
L1,30-01-2025,2025,ene,5,450,0.61
L1,30-01-2025,2025,ene,5,450,0.59
L1,31-01-2025,2025,ene,5,395,0.75
L1,31-01-2025,2025,ene,5,450,0.69
L1,01-02-2025,2025,feb,5,291,0.86
L1,01-02-2025,2025,feb,5,450,0.74
L1,03-02-2025,2025,feb,6,540,0.67
L1,03-02-2025,2025,feb,6,450,0.74
L1,04-02-2025,2025,feb,6,540,0.80
L1,04-02-2025,2025,feb,6,450,0.86
L1,04-02-2025,2025,feb,6,450,0.68
L1,05-02-2025,2025,feb,6,540,0.75
L1,05-02-2025,2025,feb,6,450,0.61
L1,05-02-2025,2025,feb,6,450,0.80
L1,06-02-2025,2025,feb,6,540,0.66
L1,06-02-2025,2025,feb,6,450,0.87
L1,06-02-2025,2025,feb,6,450,0.79
L1,07-02-2025,2025,feb,6,480,0.62
L1,07-02-2025,2025,feb,6,450,0.67
L1,07-02-2025,2025,feb,6,450,0.52
L1,08-02-2025,2025,feb,6,300,0.81
L1,08-02-2025,2025,feb,6,450,0.68
L1,10-02-2025,2025,feb,7,540,0.75
L1,10-02-2025,2025,feb,7,450,0.68
L1,11-02-2025,2025,feb,7,540,0.88
L1,11-02-2025,2025,feb,7,450,0.69
L1,11-02-2025,2025,feb,7,450,0.82
L1,12-02-2025,2025,feb,7,540,0.78
L1,12-02-2025,2025,feb,7,450,0.57
L1,12-02-2025,2025,feb,7,450,0.67
L1,13-02-2025,2025,feb,7,540,1.00
L1,13-02-2025,2025,feb,7,450,0.85
L1,13-02-2025,2025,feb,7,450,0.75
L1,14-02-2025,2025,feb,7,461,0.89
L1,14-02-2025,2025,feb,7,450,0.86
L1,14-02-2025,2025,feb,7,450,0.75
L1,15-02-2025,2025,feb,7,330,0.76
L1,15-02-2025,2025,feb,7,450,0.75
L1,17-02-2025,2025,feb,8,540,0.69
L1,17-02-2025,2025,feb,8,450,0.56
L1,18-02-2025,2025,feb,8,540,0.64
L1,18-02-2025,2025,feb,8,450,0.90
L1,18-02-2025,2025,feb,8,450,0.78
L1,19-02-2025,2025,feb,8,540,0.91
L1,19-02-2025,2025,feb,8,450,0.79
L1,19-02-2025,2025,feb,8,450,0.68
L1,20-02-2025,2025,feb,8,540,0.86
L1,20-02-2025,2025,feb,8,450,0.93
L1,20-02-2025,2025,feb,8,450,0.86
L1,21-02-2025,2025,feb,8,480,0.68
L1,21-02-2025,2025,feb,8,450,0.67
L1,21-02-2025,2025,feb,8,450,0.91
L1,22-02-2025,2025,feb,8,125,0.80
L3,24-08-2023,2023,ago,35,900,0.43
L3,25-08-2023,2023,ago,35,450,0.63
L3,04-09-2023,2023,sept,37,560,0.01
L3,25-07-2023,2023,jul,31,450,0.58
L3,24-07-2023,2023,jul,31,900,0.59
L3,31-07-2023,2023,jul,32,900,0.59
L3,05-08-2023,2023,ago,32,1020,0.29
L3,07-08-2023,2023,ago,33,450,0.56
L3,08-08-2023,2023,ago,33,900,0.54
L3,09-08-2023,2023,ago,33,450,0.71
L3,11-08-2023,2023,ago,33,450,0.61
L3,12-08-2023,2023,ago,33,450,0.66
L3,16-08-2023,2023,ago,34,900,0.54
L3,17-08-2023,2023,ago,34,900,0.63
L3,18-08-2023,2023,ago,34,900,0.42
L3,19-08-2023,2023,ago,34,450,0.53
L3,22-08-2023,2023,ago,35,900,0.54
L3,23-08-2023,2023,ago,35,450,0.42
L3,24-08-2023,2023,ago,35,900,0.43
L3,25-08-2023,2023,ago,35,450,0.55
L3,26-08-2023,2023,ago,35,450,0.50
L3,28-08-2023,2023,ago,36,450,0.67
L3,29-08-2023,2023,ago,36,900,0.46
L3,30-08-2023,2023,ago,36,900,0.20
L3,31-08-2023,2023,ago,36,450,0.46
L3,01-09-2023,2023,sept,36,900,0.53
L3,04-09-2023,2023,sept,37,900,0.24
L3,05-09-2023,2023,sept,37,900,0.50
L3,06-09-2023,2023,sept,37,900,0.50
L3,07-09-2023,2023,sept,37,900,0.54
L3,08-09-2023,2023,sept,37,450,0.61
L3,09-09-2023,2023,sept,37,900,0.61
L3,11-09-2023,2023,sept,38,450,0.40
L3,12-09-2023,2023,sept,38,450,0.78
L3,13-09-2023,2023,sept,38,900,0.23
L3,14-09-2023,2023,sept,38,900,0.57
L3,15-09-2023,2023,sept,38,900,0.48
L3,16-09-2023,2023,sept,38,900,0.45
L3,20-09-2023,2023,sept,39,450,0.57
L3,21-09-2023,2023,sept,39,450,0.61
L3,22-09-2023,2023,sept,39,450,0.73
L3,23-09-2023,2023,sept,39,450,0.75
L3,25-09-2023,2023,sept,40,450,0.64
L3,26-09-2023,2023,sept,40,900,0.25
L3,27-09-2023,2023,sept,40,900,0.34
L3,28-09-2023,2023,sept,40,900,0.30
L3,29-09-2023,2023,sept,40,900,0.32
L3,30-09-2023,2023,sept,40,900,0.23
L3,03-10-2023,2023,oct,41,450,0.52
L3,04-10-2023,2023,oct,41,450,0.55
L3,05-10-2023,2023,oct,41,450,0.52
L3,06-10-2023,2023,oct,41,450,0.60
L3,07-10-2023,2023,oct,41,450,0.63
L3,10-10-2023,2023,oct,42,450,0.59
L3,11-10-2023,2023,oct,42,900,0.62
L3,12-10-2023,2023,oct,42,450,0.76
L3,13-10-2023,2023,oct,42,900,0.73
L3,16-10-2023,2023,oct,43,450,0.71
L3,17-10-2023,2023,oct,43,450,0.60
L3,18-10-2023,2023,oct,43,450,0.71
L3,19-10-2023,2023,oct,43,450,0.58
L3,20-10-2023,2023,oct,43,450,0.64
L3,21-10-2023,2023,oct,43,450,0.73
L3,23-10-2023,2023,oct,44,450,0.56
L3,24-10-2023,2023,oct,44,900,0.67
L3,25-10-2023,2023,oct,44,450,0.87
L3,26-10-2023,2023,oct,44,450,0.33
L3,30-10-2023,2023,oct,45,450,0.76
L3,31-10-2023,2023,oct,45,450,0.67
L3,02-11-2023,2023,nov,45,450,0.71
L3,03-11-2023,2023,nov,45,450,0.62
L3,03-11-2023,2023,nov,45,450,0.63
L3,04-11-2023,2023,nov,45,450,1.23
L3,04-11-2023,2023,nov,45,450,0.49
L3,06-11-2023,2023,nov,46,450,1.13
L3,06-11-2023,2023,nov,46,450,0.55
L3,07-11-2023,2023,nov,46,700,0.67
L3,11-11-2023,2023,nov,46,450,0.48
L3,11-11-2023,2023,nov,46,450,0.02
L3,08-11-2023,2023,nov,46,450,0.13
L3,10-11-2023,2023,nov,46,450,0.89
L3,09-11-2023,2023,nov,46,450,0.46
L3,13-11-2023,2023,nov,47,450,0.54
L3,14-11-2023,2023,nov,47,450,0.54
L3,15-11-2023,2023,nov,47,450,0.63
L3,16-11-2023,2023,nov,47,510,0.58
L3,16-11-2023,2023,nov,47,450,0.54
L3,17-11-2023,2023,nov,47,516,0.65
L3,18-11-2023,2023,nov,47,450,0.62
L3,18-11-2023,2023,nov,47,450,0.41
L3,22-11-2023,2023,nov,48,450,0.57
,,1900,ene,1,,
L3,23-11-2023,2023,nov,48,450,0.70
L3,23-11-2023,2023,nov,48,450,0.56
L3,24-11-2023,2023,nov,48,450,0.53
L3,24-11-2023,2023,nov,48,450,0.52
L3,27-11-2023,2023,nov,49,535,0.76
L3,28-11-2023,2023,nov,49,532,0.69
L3,28-11-2023,2023,nov,49,450,0.50
L3,29-11-2023,2023,nov,49,461,0.72
L3,29-11-2023,2023,nov,49,450,0.66
L3,30-11-2023,2023,nov,49,481,0.65
L3,02-12-2023,2023,dic,49,450,0.74
L3,05-12-2023,2023,dic,50,450,0.60
L3,05-12-2023,2023,dic,50,450,0.46
L3,06-12-2023,2023,dic,50,450,0.44
L3,06-12-2023,2023,dic,50,450,0.48
L3,04-12-2023,2023,dic,50,450,0.66
L3,11-12-2023,2023,dic,51,300,0.44
L3,12-12-2023,2023,dic,51,450,0.63
L3,12-12-2023,2023,dic,51,450,0.52
L3,13-12-2023,2023,dic,51,450,0.61
L3,13-12-2023,2023,dic,51,450,0.58
L3,14-12-2023,2023,dic,51,450,0.63
L3,14-12-2023,2023,dic,51,450,0.59
L3,15-12-2023,2023,dic,51,450,0.65
L3,15-12-2023,2023,dic,51,450,0.58
L3,16-12-2023,2023,dic,51,450,0.67
L3,18-12-2023,2023,dic,52,467,0.73
L3,19-12-2023,2023,dic,52,450,0.62
L3,19-12-2023,2023,dic,52,450,0.60
L3,20-12-2023,2023,dic,52,503,0.67
L3,21-12-2023,2023,dic,52,450,0.50
L3,21-12-2023,2023,dic,52,450,0.61
L3,22-12-2023,2023,dic,52,450,0.68
L3,26-12-2023,2023,dic,53,450,0.60
L3,26-12-2023,2023,dic,53,450,0.46
L3,27-12-2023,2023,dic,53,450,0.77
L3,27-12-2023,2023,dic,53,450,0.55
L3,28-12-2023,2023,dic,53,450,0.64
L3,28-12-2023,2023,dic,53,450,0.38
L3,29-12-2023,2023,dic,53,450,0.44
L3,29-12-2023,2023,dic,53,450,0.62
L3,30-12-2023,2023,dic,53,450,0.58
L3,30-12-2023,2023,dic,53,450,0.56
L3,02-01-2024,2024,ene,1,540,0.66
L3,03-01-2024,2024,ene,1,491,0.52
L3,03-01-2024,2024,ene,1,450,0.43
L3,04-01-2024,2024,ene,1,450,0.50
L3,04-01-2024,2024,ene,1,450,0.53
L3,05-01-2024,2024,ene,1,505,0.83
L3,05-01-2024,2024,ene,1,450,0.53
L3,06-01-2024,2024,ene,1,450,0.37
L3,08-01-2024,2024,ene,2,450,0.66
L3,09-01-2024,2024,ene,2,411,0.47
L3,10-01-2024,2024,ene,2,387,0.58
L3,11-01-2024,2024,ene,2,415,0.67
L3,11-01-2024,2024,ene,2,450,0.47
L3,12-01-2024,2024,ene,2,450,0.59
L3,15-01-2024,2024,ene,3,510,0.65
L3,17-01-2024,2024,ene,3,510,0.61
L3,18-01-2024,2024,ene,3,280,0.61
L3,19-01-2024,2024,ene,3,500,0.48
L3,20-01-2024,2024,ene,3,453,0.63
L3,21-01-2024,2024,ene,3,490,0.62
L3,22-01-2024,2024,ene,4,510,0.59
L3,22-01-2024,2024,ene,4,450,0.65
L3,23-01-2024,2024,ene,4,510,0.56
L3,24-01-2024,2024,ene,4,421,0.64
L3,25-01-2024,2024,ene,4,421,0.56
L3,26-01-2024,2024,ene,4,450,0.63
L3,27-01-2024,2024,ene,4,410,0.60
L3,27-01-2024,2024,ene,4,450,0.47
L3,29-01-2024,2024,ene,5,542,0.62
L3,30-01-2024,2024,ene,5,543,0.54
L3,31-01-2024,2024,ene,5,575,0.67
L3,01-02-2024,2024,feb,5,580,0.55
L3,02-02-2024,2024,feb,5,570,0.76
L3,03-02-2024,2024,feb,5,450,0.64
L3,05-02-2024,2024,feb,6,450,0.48
L3,06-02-2024,2024,feb,6,530,0.74
L3,07-02-2024,2024,feb,6,520,0.61
L3,08-02-2024,2024,feb,6,510,0.55
L3,08-02-2024,2024,feb,6,450,0.57
L3,09-02-2024,2024,feb,6,450,0.60
L3,09-02-2024,2024,feb,6,450,0.50
L3,10-02-2024,2024,feb,6,450,0.60
L3,10-02-2024,2024,feb,6,450,0.48
L3,12-02-2024,2024,feb,7,450,0.65
L3,12-02-2024,2024,feb,7,450,0.62
L3,13-02-2024,2024,feb,7,450,0.38
L3,13-02-2024,2024,feb,7,450,0.43
L3,14-02-2024,2024,feb,7,420,0.61
L3,14-02-2024,2024,feb,7,450,0.52
L3,15-02-2024,2024,feb,7,450,0.62
L3,15-02-2024,2024,feb,7,450,0.56
L3,16-02-2024,2024,feb,7,450,0.60
L3,16-02-2024,2024,feb,7,450,0.60
L3,17-02-2024,2024,feb,7,450,0.64
L3,17-02-2024,2024,feb,7,450,0.53
L3,19-02-2024,2024,feb,8,450,0.56
L3,19-02-2024,2024,feb,8,450,0.66
L3,20-02-2024,2024,feb,8,450,0.51
L3,20-02-2024,2024,feb,8,450,0.55
L3,21-02-2024,2024,feb,8,450,0.54
L3,21-02-2024,2024,feb,8,450,0.63
L3,22-02-2024,2024,feb,8,450,0.63
L3,22-02-2024,2024,feb,8,450,0.67
L3,23-02-2024,2024,feb,8,450,0.55
L3,23-02-2024,2024,feb,8,450,0.43
L3,24-02-2024,2024,feb,8,450,0.44
L3,24-02-2024,2024,feb,8,405,0.76
L3,26-02-2024,2024,feb,9,450,0.51
L3,27-02-2024,2024,feb,9,450,0.50
L3,27-02-2024,2024,feb,9,450,0.36
L3,28-02-2024,2024,feb,9,450,0.63
L3,28-02-2024,2024,feb,9,450,0.42
L3,29-02-2024,2024,feb,9,450,0.31
L3,29-02-2024,2024,feb,9,280,0.30
L3,01-03-2024,2024,mar,9,450,0.68
L3,02-03-2024,2024,mar,9,420,0.66
L1,04-03-2024,2024,mar,10,540,0.75
L1,04-03-2024,2024,mar,10,450,0.85
L1,05-03-2024,2024,mar,10,540,0.54
L1,05-03-2024,2024,mar,10,450,0.74
L1,05-03-2024,2024,mar,10,450,0.55
L1,06-03-2024,2024,mar,10,540,0.76
L1,06-03-2024,2024,mar,10,450,0.92
L1,06-03-2024,2024,mar,10,450,0.50
L1,07-03-2024,2024,mar,10,360,0.70
L1,07-03-2024,2024,mar,10,450,0.83
L1,08-03-2024,2024,mar,10,540,0.72
L1,08-03-2024,2024,mar,10,450,0.86
L1,08-03-2024,2024,mar,10,450,0.86
L1,09-03-2024,2024,mar,10,450,0.67
L1,09-03-2024,2024,mar,10,450,0.91
L3,11-03-2024,2024,mar,11,360,0.37
L3,11-03-2024,2024,mar,11,420,0.65
L3,12-03-2024,2024,mar,11,450,0.69
L3,13-03-2024,2024,mar,11,420,0.60
L3,14-03-2024,2024,mar,11,450,0.64
L3,15-03-2024,2024,mar,11,450,0.63
L3,16-03-2024,2024,mar,11,390,0.63
L3,18-03-2024,2024,mar,12,450,0.66
L3,19-03-2024,2024,mar,12,450,0.62
L3,20-03-2024,2024,mar,12,450,0.61
L3,21-03-2024,2024,mar,12,400,0.44
L3,22-03-2024,2024,mar,12,450,0.52
L3,23-03-2024,2024,mar,12,450,0.62
L3,25-03-2024,2024,mar,13,450,0.63
L3,26-03-2024,2024,mar,13,532,0.64
L3,26-03-2024,2024,mar,13,420,0.63
L3,27-03-2024,2024,mar,13,410,0.67
L3,27-03-2024,2024,mar,13,400,0.63
L3,28-03-2024,2024,mar,13,450,0.54
L3,28-03-2024,2024,mar,13,400,0.68
L3,01-04-2024,2024,abr,14,450,0.59
L3,02-04-2024,2024,abr,14,500,0.70
L3,03-04-2024,2024,abr,14,490,0.62
L3,04-04-2024,2024,abr,14,450,0.61
L3,04-04-2024,2024,abr,14,484,0.64
L3,05-04-2024,2024,abr,14,500,0.55
L3,06-04-2024,2024,abr,14,450,0.39
L3,06-04-2024,2024,abr,14,450,0.52
L3,08-04-2024,2024,abr,15,510,0.73
L3,08-04-2024,2024,abr,15,450,0.59
L3,09-04-2024,2024,abr,15,510,0.62
L3,10-04-2024,2024,abr,15,510,0.52
L3,11-04-2024,2024,abr,15,510,0.72
L3,12-04-2024,2024,abr,15,450,0.53
L3,15-04-2024,2024,abr,16,510,0.67
L3,15-04-2024,2024,abr,16,450,0.45
L3,16-04-2024,2024,abr,16,510,0.57
L3,16-04-2024,2024,abr,16,450,0.41
L3,17-04-2024,2024,abr,16,480,0.64
L3,18-04-2024,2024,abr,16,450,0.60
L3,19-04-2024,2024,abr,16,450,0.47
L3,20-04-2024,2024,abr,16,450,0.57
L3,22-04-2024,2024,abr,17,510,0.77
L3,23-04-2024,2024,abr,17,510,0.58
L3,23-04-2024,2024,abr,17,450,0.65
L3,24-04-2024,2024,abr,17,450,0.48
L3,24-04-2024,2024,abr,17,390,0.47
L3,25-04-2024,2024,abr,17,510,0.51
L3,26-04-2024,2024,abr,17,450,0.55
L3,27-04-2024,2024,abr,17,450,0.66
L3,29-04-2024,2024,abr,18,450,0.55
L3,30-04-2024,2024,abr,18,450,0.55
L3,30-04-2024,2024,abr,18,450,0.50
L3,02-05-2024,2024,may,18,450,0.43
L3,03-05-2024,2024,may,18,450,0.52
L3,03-05-2024,2024,may,18,450,0.37
L3,04-05-2024,2024,may,18,460,0.66
L3,06-05-2024,2024,may,19,450,0.45
L3,06-05-2024,2024,may,19,390,0.42
L3,07-05-2024,2024,may,19,450,0.50
L3,07-05-2024,2024,may,19,450,0.39
L3,08-05-2024,2024,may,19,540,0.57
L3,08-05-2024,2024,may,19,450,0.52
L3,09-05-2024,2024,may,19,450,0.51
L3,09-05-2024,2024,may,19,450,0.65
L3,10-05-2024,2024,may,19,450,0.61
L3,10-05-2024,2024,may,19,450,0.49
L3,11-05-2024,2024,may,19,490,0.56
L3,13-05-2024,2024,may,20,450,0.58
L3,13-05-2024,2024,may,20,390,0.58
L3,14-05-2024,2024,may,20,450,0.71
L3,14-05-2024,2024,may,20,450,0.38
L3,15-05-2024,2024,may,20,450,0.60
L3,15-05-2024,2024,may,20,450,0.52
L3,16-05-2024,2024,may,20,450,0.53
L3,16-05-2024,2024,may,20,450,0.52
L3,17-05-2024,2024,may,20,450,0.61
L3,18-05-2024,2024,may,20,225,0.56
L3,18-05-2024,2024,may,20,450,0.58
L3,20-05-2024,2024,may,21,450,0.40
L3,22-05-2024,2024,may,21,330,0.77
L3,23-05-2024,2024,may,21,450,0.60
L3,24-05-2024,2024,may,21,450,0.47
L3,25-05-2024,2024,may,21,390,0.52
L3,27-05-2024,2024,may,22,450,0.62
L3,28-05-2024,2024,may,22,450,0.75
L3,29-05-2024,2024,may,22,450,0.56
L3,30-05-2024,2024,may,22,450,0.63
L3,31-05-2024,2024,may,22,450,0.69
L3,01-06-2024,2024,jun,22,465,0.55
L3,03-06-2024,2024,jun,23,330,0.59
L3,03-06-2024,2024,jun,23,390,0.55
L3,04-06-2024,2024,jun,23,450,0.51
L3,05-06-2024,2024,jun,23,390,0.65
L3,06-06-2024,2024,jun,23,450,0.65
L3,07-06-2024,2024,jun,23,390,0.63
L3,07-06-2024,2024,jun,23,450,0.57
L3,08-06-2024,2024,jun,23,330,0.84
L3,08-06-2024,2024,jun,23,450,0.67
L3,10-06-2024,2024,jun,24,450,0.45
L3,11-06-2024,2024,jun,24,270,0.49
L3,11-06-2024,2024,jun,24,450,0.50
L3,12-06-2024,2024,jun,24,540,0.52
L3,06-08-2024,2024,ago,32,450,0.69
L3,06-08-2024,2024,ago,32,450,0.85
L3,07-08-2024,2024,ago,32,450,0.41
L3,07-08-2024,2024,ago,32,450,0.33
L3,08-08-2024,2024,ago,32,450,0.45
L3,08-08-2024,2024,ago,32,450,0.23
L3,09-08-2024,2024,ago,32,450,0.62
L3,09-08-2024,2024,ago,32,450,0.58
L3,10-08-2024,2024,ago,32,450,0.34
L3,10-08-2024,2024,ago,32,450,0.29
L3,12-08-2024,2024,ago,33,450,0.54
L3,13-08-2024,2024,ago,33,450,0.43
L3,14-08-2024,2024,ago,33,450,0.60
L3,16-08-2024,2024,ago,33,450,0.74
L3,17-08-2024,2024,ago,33,390,0.57
L3,19-08-2024,2024,ago,34,450,0.52
L3,20-08-2024,2024,ago,34,450,0.61
L3,20-08-2024,2024,ago,34,450,0.46
L3,21-08-2024,2024,ago,34,450,0.55
L3,22-08-2024,2024,ago,34,450,0.55
L3,23-08-2024,2024,ago,34,450,0.61
L3,23-08-2024,2024,ago,34,450,0.50
L3,24-08-2024,2024,ago,34,480,0.61
L3,26-08-2024,2024,ago,35,450,0.62
L3,26-08-2024,2024,ago,35,390,0.31
L3,27-08-2024,2024,ago,35,450,0.46
L3,28-08-2024,2024,ago,35,450,0.58
L3,28-08-2024,2024,ago,35,450,0.51
L3,29-08-2024,2024,ago,35,450,0.70
L3,30-08-2024,2024,ago,35,450,0.60
L3,31-08-2024,2024,ago,35,300,0.63
L3,02-09-2024,2024,sept,36,300,0.58
L3,03-09-2024,2024,sept,36,450,0.70
L3,04-09-2024,2024,sept,36,450,0.47
L3,05-09-2024,2024,sept,36,450,0.48
L3,06-09-2024,2024,sept,36,450,0.72
L3,06-09-2024,2024,sept,36,450,0.53
L3,07-09-2024,2024,sept,36,480,0.59
L3,09-09-2024,2024,sept,37,450,0.57
L3,09-09-2024,2024,sept,37,390,0.40
L3,10-09-2024,2024,sept,37,450,0.47
L3,10-09-2024,2024,sept,37,450,0.61
L3,11-09-2024,2024,sept,37,450,0.55
L3,11-09-2024,2024,sept,37,450,0.41
L3,12-09-2024,2024,sept,37,450,0.70
L3,13-09-2024,2024,sept,37,450,0.65
L3,13-09-2024,2024,sept,37,450,0.55
L3,14-09-2024,2024,sept,37,390,0.50
L3,14-09-2024,2024,sept,37,450,0.59
L3,14-09-2024,2024,sept,37,450,0.59
L3,16-09-2024,2024,sept,38,450,0.60
L3,16-09-2024,2024,sept,38,390,0.58
L3,17-09-2024,2024,sept,38,330,0.65
L3,17-09-2024,2024,sept,38,450,0.61
L3,23-09-2024,2024,sept,39,450,0.68
L3,24-09-2024,2024,sept,39,450,0.65
L3,24-09-2024,2024,sept,39,450,0.56
L3,25-09-2024,2024,sept,39,450,0.60
L3,26-09-2024,2024,sept,39,450,0.55
L3,26-09-2024,2024,sept,39,450,0.56
L3,27-09-2024,2024,sept,39,450,0.43
L3,28-09-2024,2024,sept,39,465,0.53
